ID_cliente,Nombre,Apellido,Edad,Provincia,Ocupacion,Saldo_cuenta,Limite_credito,Tiene_tarjeta,Producto_principal,Fecha_alta,Nivel_satisfaccion
1241,Sofía,Sánchez,78,Chubut,Estudiante,,152618.4,False,Caja de ahorro,2018-12-21,
1242,Carlos,Rodríguez,71,Mendoza,,,213931.84,False,Tarjeta de crédito,2016-01-30,2.0
1243,Ana,Romero,45,Buenos Aires,Empresario,140551.29,65900.21,False,Préstamo personal,2017-03-11,6.0
1244,Juan,Sánchez,75,Mendoza,Jubilado,214528.25,203797.37,False,Tarjeta de crédito,2015-07-05,9.0
1245,Marta,Romero,47,Córdoba,Jubilado,7547.94,,False,Préstamo personal,2016-07-11,6.0
1246,Lucía,Sánchez,26,Chubut,Estudiante,86022.22,145819.21,False,Cuenta corriente,2020-06-03,3.0
1247,Lucía,García,56,Santa Fe,Estudiante,100093.51,121024.09,True,Tarjeta de crédito,2016-03-21,1.0
1248,Pedro,Sánchez,48,Buenos Aires,,,224171.08,False,Plazo fijo,2017-04-09,4.0
1249,Pedro,Martínez,75,Buenos Aires,Empleado,77201.44,130001.69,False,Plazo fijo,2020-11-04,4.0
1250,Lucía,Sánchez,38,Santa Fe,Desempleado,51430.94,170857.92,False,Tarjeta de crédito,2018-06-26,
1251,Juan,Gómez,73,Neuquén,Desempleado,142884.27,172930.67,False,Tarjeta de crédito,2019-12-19,10.0
1252,María,Gómez,64,Neuquén,Jubilado,13367.63,103599.73,True,Caja de ahorro,2021-10-21,10.0
1253,Luis,Díaz,51,Mendoza,Jubilado,194466.13,146129.19,True,Tarjeta de crédito,2016-05-30,7.0
1254,Marta,Martínez,72,Salta,Empresario,134494.87,,True,Caja de ahorro,2019-05-20,10.0
1255,María,Martínez,48,Neuquén,Empresario,47308.92,115070.61,True,Caja de ahorro,2017-08-04,7.0
1256,Carlos,Rodríguez,69,Mendoza,Empleado,151320.97,183158.62,False,Caja de ahorro,2018-05-10,7.0
1257,Luis,Martínez,42,Neuquén,Desempleado,129848.98,136756.8,True,Caja de ahorro,2019-05-18,2.0
1258,Luis,Rodríguez,29,Córdoba,Empleado,98061.62,196546.16,False,Cuenta corriente,2019-08-06,9.0
1259,Ana,Díaz,18,Tucumán,Empleado,63927.16,219899.88,False,Plazo fijo,2017-01-25,6.0
1260,Juan,Díaz,72,Salta,Desempleado,,69686.4,True,Caja de ahorro,2022-10-15,2.0
1261,Juan,García,39,Mendoza,Empresario,106146.02,96474.6,True,Plazo fijo,2022-06-26,1.0
1262,Luis,Gómez,57,Tucumán,Desempleado,65537.97,132459.62,False,Caja de ahorro,2015-11-21,1.0
1263,Ana,Sánchez,54,Tucumán,Estudiante,32837.25,208616.98,True,Plazo fijo,2022-04-24,1.0
1264,Marta,Sánchez,64,Chubut,Estudiante,57470.55,171298.64,True,Tarjeta de crédito,2016-11-17,4.0
1265,Luis,Fernández,18,Neuquén,,74835.11,100209.94,False,Tarjeta de crédito,2019-02-07,4.0
1266,Diego,Fernández,18,Chubut,Jubilado,,177156.81,False,Plazo fijo,2019-08-16,9.0
1267,Pedro,López,74,Santa Fe,Empresario,143037.95,113450.61,False,Caja de ahorro,2020-06-22,1.0
1268,Pedro,Romero,59,Córdoba,Empresario,77496.62,184821.28,False,Cuenta corriente,2021-09-13,3.0
1269,María,García,71,Córdoba,Jubilado,79440.3,,False,Plazo fijo,2017-05-17,3.0
1270,Carlos,López,59,Córdoba,Empleado,149567.61,113275.53,True,Préstamo personal,2015-08-05,8.0
1271,Pedro,López,38,Salta,,113367.34,,False,Cuenta corriente,2022-10-27,2.0
1272,Sofía,Pérez,32,Buenos Aires,Estudiante,112670.74,198987.35,False,Préstamo personal,2017-09-27,6.0
1273,María,Pérez,34,Salta,Empleado,64831.23,74318.51,False,Plazo fijo,2020-06-11,4.0
1274,Pedro,López,39,Mendoza,Desempleado,93829.06,162044.35,True,Caja de ahorro,2017-07-20,10.0
1275,Carlos,Martínez,55,Tucumán,Desempleado,100213.08,105724.03,False,Préstamo personal,2020-07-05,6.0
1276,Juan,Romero,52,Tucumán,,95440.41,149352.5,False,Plazo fijo,2015-08-28,5.0
1277,Juan,García,62,Chubut,Jubilado,136703.4,168310.49,True,Cuenta corriente,2018-04-24,9.0
1278,Marta,López,33,Buenos Aires,Empresario,138267.69,230526.76,False,Caja de ahorro,2015-02-17,9.0
1279,Luis,Sánchez,25,Mendoza,Desempleado,54052.11,148948.09,False,Préstamo personal,2018-06-02,1.0
1280,Diego,Romero,79,Buenos Aires,Empleado,,208621.03,False,Plazo fijo,2018-03-13,3.0
1281,Juan,Pérez,64,Tucumán,Empresario,,116380.07,True,Caja de ahorro,2017-05-24,1.0
1282,Ana,Sánchez,34,Neuquén,Estudiante,169426.29,130199.2,True,Caja de ahorro,2020-03-12,6.0
1283,Pedro,Pérez,34,Salta,,212674.53,173482.34,False,Tarjeta de crédito,2020-12-19,
1284,Ana,Pérez,71,Córdoba,Empleado,76818.93,158070.44,False,Caja de ahorro,2016-09-16,1.0
1285,Carlos,Romero,43,Tucumán,Desempleado,,136863.24,False,Plazo fijo,2020-02-03,6.0
1286,Juan,Pérez,30,Santa Fe,Estudiante,142115.74,135779.42,True,Cuenta corriente,2020-05-24,5.0
1287,Diego,Díaz,34,Córdoba,,64639.45,203331.78,True,Tarjeta de crédito,2016-08-23,8.0
1288,Carlos,Gómez,55,Tucumán,Jubilado,143245.42,138462.31,True,Plazo fijo,2022-06-13,2.0
1289,Sofía,Díaz,34,Salta,Empresario,98956.54,109166.03,True,Plazo fijo,2021-07-09,8.0
1290,Sofía,Gómez,65,Buenos Aires,Desempleado,12813.01,115804.98,True,Plazo fijo,2020-04-27,
1291,Ana,Fernández,31,Neuquén,,34978.32,176796.05,True,Préstamo personal,2019-12-22,8.0
1292,Luis,Fernández,62,Neuquén,Desempleado,83107.3,240260.9,False,Préstamo personal,2020-09-14,10.0
1293,María,Pérez,23,Córdoba,Estudiante,161147.43,129040.69,True,Cuenta corriente,2022-09-26,4.0
1294,Luis,García,52,Salta,Jubilado,55373.27,,False,Plazo fijo,2019-07-07,4.0
1295,Marta,García,63,Neuquén,Empresario,,149566.37,True,Préstamo personal,2020-01-02,10.0
1296,Luis,Gómez,31,Neuquén,Estudiante,110556.21,138807.51,False,Préstamo personal,2015-08-11,4.0
1297,Marta,Sánchez,64,Mendoza,Desempleado,16561.75,113588.92,True,Préstamo personal,2019-10-13,6.0
1298,Marta,Romero,25,Santa Fe,Empresario,114927.66,142079.45,False,Cuenta corriente,2016-06-13,4.0
1299,Diego,Pérez,78,Córdoba,Empresario,22813.0,119754.37,False,Cuenta corriente,2021-04-07,9.0
1300,Juan,Romero,32,Buenos Aires,Estudiante,128359.21,116544.77,False,Plazo fijo,2015-05-14,9.0
1301,Diego,Díaz,71,Neuquén,Empresario,59561.1,,True,Tarjeta de crédito,2016-01-26,
1302,Marta,García,78,Mendoza,Jubilado,52897.54,220644.67,True,Plazo fijo,2015-04-12,7.0
1303,Carlos,Martínez,44,Salta,,113639.83,192575.44,True,Préstamo personal,2020-08-02,5.0
1304,Sofía,Díaz,30,Neuquén,Estudiante,139699.53,160864.01,False,Préstamo personal,2022-06-21,9.0
1305,Marta,Díaz,66,Chubut,Desempleado,118812.99,144239.36,False,Caja de ahorro,2021-12-20,2.0
1306,Diego,Gómez,48,Santa Fe,Estudiante,110382.17,149776.79,False,Plazo fijo,2022-01-02,
1307,Carlos,Rodríguez,70,Buenos Aires,Jubilado,111090.11,118923.64,True,Préstamo personal,2022-07-13,10.0
1308,Diego,Díaz,73,Salta,Empleado,119116.09,104645.94,True,Préstamo personal,2020-06-23,
1309,Luis,Pérez,52,Salta,Empleado,122401.81,178696.56,False,Tarjeta de crédito,2017-08-06,5.0
1310,Pedro,López,77,Córdoba,Empresario,,139511.09,True,Caja de ahorro,2019-04-18,10.0
1311,Ana,López,23,Neuquén,Empresario,132725.15,163029.43,True,Plazo fijo,2017-04-20,7.0
1312,María,Pérez,22,Córdoba,Empleado,60090.49,83502.44,True,Cuenta corriente,2020-08-15,8.0
1313,Diego,Rodríguez,39,Buenos Aires,Jubilado,154569.66,137382.85,True,Plazo fijo,2015-07-13,8.0
1314,María,Rodríguez,75,Chubut,Empresario,139122.18,103865.61,False,Plazo fijo,2017-01-11,1.0
1315,Lucía,Gómez,66,Neuquén,Estudiante,209045.05,169362.23,True,Tarjeta de crédito,2023-02-07,1.0
1316,Diego,García,40,Tucumán,Estudiante,125692.42,,True,Plazo fijo,2016-04-17,3.0
1317,Pedro,Romero,42,Neuquén,Jubilado,145454.98,208387.98,False,Tarjeta de crédito,2021-03-13,1.0
1318,María,Rodríguez,51,Chubut,Empresario,21973.09,124840.81,False,Tarjeta de crédito,2023-01-02,1.0
1319,Marta,Martínez,43,Tucumán,Estudiante,,104884.04,True,Préstamo personal,2015-02-07,
1320,Diego,Gómez,64,Salta,Empresario,158822.8,133256.26,True,Cuenta corriente,2019-08-26,8.0
1321,Juan,Fernández,22,Córdoba,Empresario,175236.06,122027.48,True,Tarjeta de crédito,2016-04-15,1.0
1322,Ana,Sánchez,43,Santa Fe,Estudiante,106023.32,167249.34,True,Caja de ahorro,2021-11-04,9.0
1323,Pedro,Fernández,37,Neuquén,Empleado,82905.33,93888.71,False,Caja de ahorro,2019-02-22,2.0
1324,María,Gómez,23,Santa Fe,,45524.26,79824.2,False,Cuenta corriente,2017-10-09,9.0
1325,Pedro,Díaz,23,Neuquén,Jubilado,50098.2,136142.07,False,Tarjeta de crédito,2019-11-19,7.0
1326,Carlos,Romero,76,Salta,Desempleado,,179060.24,True,Cuenta corriente,2020-05-20,9.0
1327,Ana,Sánchez,67,Córdoba,Estudiante,12428.1,108901.73,True,Préstamo personal,2015-04-13,3.0
1328,Marta,Fernández,35,Buenos Aires,Empresario,,183964.53,False,Caja de ahorro,2019-10-01,1.0
1329,Diego,Sánchez,21,Buenos Aires,Empresario,104476.1,164613.51,True,Plazo fijo,2019-10-02,
1330,Diego,Martínez,34,Buenos Aires,Estudiante,103360.17,211871.82,False,Caja de ahorro,2015-02-11,10.0
1331,Diego,Martínez,74,Neuquén,Desempleado,51530.31,117909.81,False,Tarjeta de crédito,2023-03-14,6.0
1332,Ana,Martínez,31,Neuquén,,38306.83,85741.13,False,Cuenta corriente,2020-10-14,
1333,Juan,Gómez,31,Santa Fe,Desempleado,45774.38,173941.67,False,Caja de ahorro,2023-03-10,9.0
1334,Lucía,Romero,30,Córdoba,Desempleado,88957.39,161194.98,False,Plazo fijo,2015-07-12,6.0
1335,Sofía,Gómez,24,Chubut,Jubilado,,158099.92,False,Plazo fijo,2017-11-27,5.0
1336,Luis,López,61,Neuquén,,,108086.89,False,Cuenta corriente,2021-12-24,2.0
1337,María,Díaz,72,Córdoba,Empresario,110709.72,,True,Cuenta corriente,2019-08-04,2.0
1338,Juan,Díaz,32,Santa Fe,Desempleado,,124662.97,False,Caja de ahorro,2022-06-04,8.0
1339,Marta,Martínez,36,Neuquén,Empresario,150793.24,158082.42,False,Tarjeta de crédito,2021-07-27,1.0
1340,María,López,60,Buenos Aires,Empleado,133780.93,131617.28,True,Préstamo personal,2015-11-22,8.0
1341,Diego,Rodríguez,64,Buenos Aires,Desempleado,84589.5,164175.26,False,Plazo fijo,2018-01-25,10.0
1342,Pedro,Rodríguez,61,Salta,Empresario,57720.59,102194.78,True,Cuenta corriente,2015-04-18,
1343,Marta,Martínez,52,Tucumán,Empleado,93736.29,169987.13,False,Préstamo personal,2022-05-02,7.0
1344,María,Fernández,34,Mendoza,Jubilado,,176303.57,True,Préstamo personal,2021-01-07,5.0
1345,Diego,Gómez,52,Chubut,Empresario,86480.44,154639.13,True,Préstamo personal,2018-01-02,3.0
1346,María,Martínez,36,Tucumán,Empleado,44766.22,,True,Tarjeta de crédito,2023-01-04,7.0
1347,Pedro,García,37,Neuquén,Estudiante,13827.6,158286.41,False,Cuenta corriente,2015-12-01,
1348,Diego,Sánchez,53,Córdoba,,93948.46,186750.15,True,Plazo fijo,2020-04-26,7.0
1349,Lucía,Díaz,52,Neuquén,Empleado,,153696.67,False,Cuenta corriente,2020-08-01,2.0
1350,Juan,Rodríguez,49,Córdoba,Desempleado,78174.21,183175.95,False,Caja de ahorro,2017-03-14,
1351,Carlos,Pérez,75,Córdoba,Desempleado,172811.63,88667.83,False,Plazo fijo,2020-01-23,3.0
1352,Luis,Rodríguez,65,Tucumán,Empresario,97307.51,151317.79,False,Cuenta corriente,2017-02-05,4.0
1353,Ana,Díaz,61,Mendoza,Estudiante,62476.96,104922.59,False,Plazo fijo,2018-07-01,9.0
1354,Luis,Sánchez,57,Salta,Desempleado,115437.56,155617.09,False,Caja de ahorro,2018-11-09,10.0
1355,Marta,Díaz,41,Tucumán,Desempleado,196047.73,165367.71,False,Plazo fijo,2021-04-25,1.0
1356,Luis,Pérez,78,Mendoza,Estudiante,93965.19,182299.9,True,Préstamo personal,2022-09-30,7.0
1357,Diego,Martínez,78,Buenos Aires,Jubilado,-17776.32,169596.4,False,Tarjeta de crédito,2019-01-28,
1358,Lucía,López,34,Buenos Aires,,132503.83,136525.88,False,Caja de ahorro,2015-02-03,4.0
1359,Carlos,Pérez,24,Córdoba,Empleado,,119856.18,True,Plazo fijo,2021-07-01,1.0
1360,Juan,Díaz,60,Santa Fe,Empresario,104506.12,56299.06,False,Caja de ahorro,2017-04-16,
1361,Juan,Díaz,67,Neuquén,Desempleado,,152754.1,True,Préstamo personal,2022-07-01,5.0
1362,Pedro,García,18,Neuquén,Desempleado,59636.39,195514.47,True,Tarjeta de crédito,2020-07-17,2.0
1363,Ana,García,52,Córdoba,Jubilado,,154335.74,False,Caja de ahorro,2019-06-28,7.0
1364,María,Romero,49,Santa Fe,Empleado,8084.53,146609.93,False,Préstamo personal,2017-01-08,10.0
1365,Lucía,García,53,Chubut,,84551.95,155722.29,True,Préstamo personal,2019-01-29,10.0
1366,María,Gómez,30,Mendoza,Desempleado,83382.99,134491.62,False,Préstamo personal,2022-08-23,7.0
1367,Carlos,López,23,Chubut,Empresario,142672.09,157798.72,True,Plazo fijo,2018-08-20,10.0
1368,Luis,Sánchez,75,Chubut,Estudiante,161783.03,,True,Cuenta corriente,2020-02-29,5.0
1369,Juan,Pérez,31,Buenos Aires,Desempleado,88663.31,,False,Caja de ahorro,2022-12-04,10.0
1370,Carlos,Díaz,54,Chubut,,109648.29,146988.06,True,Cuenta corriente,2015-04-27,6.0
1371,Luis,Romero,65,Neuquén,Estudiante,113899.34,146115.88,False,Préstamo personal,2019-02-13,1.0
1372,Juan,Romero,32,Tucumán,Jubilado,152666.31,225006.8,False,Cuenta corriente,2022-05-21,4.0
1373,Luis,Sánchez,64,Santa Fe,Desempleado,151636.52,117772.4,True,Préstamo personal,2021-09-16,4.0
1374,Ana,López,79,Mendoza,Empresario,73079.32,143622.33,True,Préstamo personal,2020-07-26,
1375,Lucía,Pérez,21,Buenos Aires,Empleado,121895.07,139733.39,False,Tarjeta de crédito,2019-08-27,2.0
1376,Marta,Rodríguez,57,Chubut,Empresario,119162.59,132092.69,False,Tarjeta de crédito,2020-04-07,1.0
1377,Carlos,García,76,Tucumán,Jubilado,94204.5,170524.21,False,Cuenta corriente,2019-05-30,7.0
1378,Carlos,Martínez,33,Santa Fe,Empleado,118689.09,239518.52,True,Caja de ahorro,2021-03-30,6.0
1379,Sofía,Romero,45,Córdoba,Empresario,101009.39,137166.91,False,Cuenta corriente,2023-02-24,5.0
1380,Diego,García,33,Córdoba,,107894.53,170635.78,True,Caja de ahorro,2018-07-31,8.0
1381,Ana,García,79,Córdoba,Estudiante,32199.68,73505.12,True,Cuenta corriente,2021-12-02,2.0
1382,Ana,Gómez,21,Neuquén,Jubilado,54101.93,134258.82,True,Plazo fijo,2017-09-02,2.0
1383,María,López,62,Mendoza,Estudiante,,212209.65,False,Plazo fijo,2020-08-18,
1384,Luis,Martínez,43,Córdoba,Empleado,39470.61,147800.78,True,Caja de ahorro,2016-12-15,1.0
1385,Diego,Rodríguez,45,Neuquén,Estudiante,123505.46,170093.6,False,Tarjeta de crédito,2020-04-09,6.0
1386,Lucía,Díaz,49,Salta,Jubilado,95928.7,125089.95,True,Caja de ahorro,2021-08-23,3.0
1387,Lucía,Gómez,62,Neuquén,Desempleado,151532.74,160302.29,False,Cuenta corriente,2021-08-25,5.0
1388,Ana,García,19,Buenos Aires,Desempleado,132440.03,215311.05,False,Préstamo personal,2017-04-23,
1389,Lucía,García,48,Neuquén,Empleado,77336.04,103596.68,True,Plazo fijo,2015-12-26,7.0
1390,Sofía,Fernández,20,Mendoza,Desempleado,88837.58,,False,Préstamo personal,2021-02-01,4.0
1391,Carlos,Martínez,71,Tucumán,Estudiante,,88162.23,True,Plazo fijo,2016-04-29,8.0
1392,Pedro,Martínez,25,Chubut,Empleado,93480.09,,True,Cuenta corriente,2018-11-29,10.0
1393,Marta,Fernández,41,Neuquén,Jubilado,36492.56,116563.31,True,Plazo fijo,2020-09-11,2.0
1394,María,Martínez,32,Córdoba,Empleado,89064.68,139101.56,True,Caja de ahorro,2019-01-28,7.0
1395,Luis,García,60,Buenos Aires,Empleado,68104.09,116043.88,True,Préstamo personal,2016-11-26,
1396,Marta,Romero,48,Santa Fe,Empresario,56168.54,113011.21,True,Préstamo personal,2021-01-13,
1397,Luis,Pérez,26,Córdoba,Empresario,159386.23,102530.14,True,Cuenta corriente,2016-07-18,3.0
1398,Juan,García,56,Buenos Aires,Empleado,36189.46,175762.15,False,Préstamo personal,2020-01-06,10.0
1399,Marta,Gómez,62,Salta,Desempleado,51846.74,140481.68,True,Cuenta corriente,2015-07-21,
1400,Pedro,López,19,Chubut,Empresario,65089.45,130019.58,True,Tarjeta de crédito,2018-04-13,7.0
1401,Ana,Fernández,25,Santa Fe,Jubilado,75944.1,,False,Caja de ahorro,2018-06-21,
1402,Sofía,Rodríguez,24,Salta,Estudiante,56161.07,90214.58,False,Plazo fijo,2023-02-18,1.0
1403,Carlos,Díaz,73,Tucumán,Empresario,82042.58,162254.9,True,Plazo fijo,2019-01-09,10.0
1404,Carlos,Rodríguez,61,Buenos Aires,Empleado,,146249.22,True,Plazo fijo,2015-03-15,2.0
1405,Sofía,García,68,Salta,Desempleado,133492.94,147478.49,True,Tarjeta de crédito,2015-04-06,8.0
1406,Diego,Gómez,56,Chubut,Estudiante,131065.4,170766.67,False,Caja de ahorro,2020-03-11,
1407,Juan,García,59,Chubut,Empresario,,215740.96,True,Préstamo personal,2015-06-22,3.0
1408,Luis,López,78,Tucumán,Desempleado,,162918.99,False,Préstamo personal,2020-04-06,4.0
1409,Pedro,Romero,74,Chubut,Desempleado,122094.92,142005.02,True,Caja de ahorro,2021-01-11,8.0
1410,Lucía,Díaz,33,Buenos Aires,Desempleado,66880.04,102694.22,True,Caja de ahorro,2021-05-25,3.0
1411,Marta,López,52,Buenos Aires,,183384.21,54367.28,False,Plazo fijo,2015-09-15,6.0
1412,Juan,Fernández,47,Chubut,Jubilado,154383.31,155115.37,True,Préstamo personal,2021-01-30,2.0
1413,Marta,Fernández,27,Salta,Desempleado,90848.78,,True,Caja de ahorro,2015-11-26,3.0
1414,Pedro,García,55,Buenos Aires,Estudiante,70201.58,48389.46,True,Préstamo personal,2018-06-08,1.0
1415,María,Gómez,35,Córdoba,,182572.22,135965.18,False,Caja de ahorro,2022-09-07,9.0
1416,María,López,67,Chubut,Estudiante,99049.31,159579.27,True,Cuenta corriente,2015-06-10,4.0
1417,Juan,Sánchez,22,Buenos Aires,,104251.85,179772.15,True,Plazo fijo,2015-07-05,6.0
1418,Ana,Gómez,70,Mendoza,Empleado,103622.83,192450.03,False,Caja de ahorro,2015-05-23,7.0
1419,Pedro,Romero,46,Tucumán,Estudiante,215155.22,185028.49,False,Tarjeta de crédito,2023-02-02,2.0
1420,Pedro,Fernández,56,Chubut,Jubilado,89174.24,186103.0,True,Caja de ahorro,2016-10-01,8.0
1421,Sofía,García,77,Buenos Aires,Empleado,98817.9,91277.2,True,Cuenta corriente,2020-09-05,9.0
1422,Ana,Martínez,51,Mendoza,,58446.87,144016.17,False,Tarjeta de crédito,2015-07-21,10.0
1423,Luis,Fernández,60,Buenos Aires,Estudiante,80525.03,173193.42,True,Tarjeta de crédito,2019-06-03,2.0
1424,Luis,Díaz,79,Buenos Aires,,48430.39,151854.98,True,Caja de ahorro,2022-06-10,5.0
1425,Lucía,Pérez,62,Salta,Jubilado,59463.34,143794.03,False,Cuenta corriente,2016-04-16,2.0
1426,Carlos,Martínez,40,Córdoba,Jubilado,9502.42,151123.6,True,Tarjeta de crédito,2021-04-25,5.0
1427,María,García,22,Chubut,,144076.23,159821.36,True,Plazo fijo,2020-10-03,7.0
1428,Luis,Sánchez,47,Tucumán,Empresario,107837.32,146924.25,False,Plazo fijo,2017-06-29,6.0
1429,Ana,Martínez,23,Chubut,,111955.46,,True,Préstamo personal,2019-04-21,4.0
1430,Pedro,Díaz,73,Córdoba,Jubilado,97378.08,81887.04,True,Préstamo personal,2017-10-26,2.0
1431,Luis,Gómez,75,Santa Fe,Empresario,103588.3,,True,Cuenta corriente,2022-02-14,7.0
1432,Pedro,Sánchez,78,Salta,Desempleado,180956.95,152299.31,False,Tarjeta de crédito,2017-12-09,10.0
1433,Luis,Fernández,63,Salta,Empleado,61561.36,151863.18,True,Plazo fijo,2020-11-29,9.0
1434,María,Sánchez,61,Córdoba,Jubilado,113917.84,,False,Plazo fijo,2021-01-02,1.0
1435,Marta,López,21,Neuquén,Empleado,113649.56,195224.25,False,Cuenta corriente,2015-08-18,3.0
1436,Luis,Díaz,46,Salta,Estudiante,157099.46,145839.09,True,Tarjeta de crédito,2019-10-13,7.0
1437,Ana,Martínez,40,Chubut,Empleado,121932.74,146125.41,False,Cuenta corriente,2021-12-19,
1438,Luis,López,23,Córdoba,,124445.94,172925.14,True,Caja de ahorro,2018-08-22,5.0
1439,Carlos,Sánchez,49,Salta,Empleado,37086.52,,True,Plazo fijo,2016-04-05,7.0
1440,María,López,59,Buenos Aires,Empleado,59554.88,132297.67,True,Cuenta corriente,2017-03-17,10.0
1441,Ana,Rodríguez,35,Córdoba,Empleado,41655.58,176360.55,False,Cuenta corriente,2020-04-15,
1442,Sofía,Díaz,32,Córdoba,Desempleado,-23793.59,144145.02,True,Caja de ahorro,2021-03-23,4.0
1443,Ana,Romero,57,Chubut,Desempleado,,144995.57,True,Préstamo personal,2015-02-28,5.0
1444,Carlos,Gómez,75,Mendoza,Estudiante,,167344.55,True,Plazo fijo,2018-01-04,
1445,Marta,Sánchez,49,Salta,,119953.58,137953.34,False,Cuenta corriente,2021-10-11,8.0
1446,María,Díaz,26,Salta,Empleado,101774.46,153786.9,False,Plazo fijo,2016-12-28,1.0
1447,Sofía,Romero,54,Córdoba,Empleado,112021.82,161901.77,True,Préstamo personal,2018-03-01,2.0
1448,Carlos,Romero,27,Buenos Aires,Empleado,166905.77,,True,Cuenta corriente,2023-02-27,3.0
1449,Carlos,García,37,Buenos Aires,Empleado,,179925.62,True,Caja de ahorro,2016-05-12,7.0
1450,Juan,López,23,Tucumán,Desempleado,133449.46,160681.78,True,Plazo fijo,2022-11-03,6.0
1451,María,Romero,65,Buenos Aires,Estudiante,84887.82,45649.25,False,Caja de ahorro,2017-06-28,7.0
1452,Ana,Rodríguez,73,Salta,Jubilado,141239.41,159734.03,False,Préstamo personal,2018-08-21,5.0
1453,Pedro,Díaz,76,Neuquén,Empresario,38018.12,165915.44,False,Préstamo personal,2020-10-15,
1454,Marta,Pérez,20,Mendoza,Empleado,8122.19,174037.15,False,Plazo fijo,2015-08-18,7.0
1455,Pedro,Pérez,59,Córdoba,Estudiante,205333.02,111759.0,False,Préstamo personal,2015-11-29,3.0
1456,Ana,Sánchez,28,Santa Fe,Jubilado,191815.21,65116.96,False,Tarjeta de crédito,2021-05-13,10.0
1457,Ana,Fernández,60,Mendoza,Estudiante,2724.28,182246.8,False,Plazo fijo,2020-03-11,7.0
1458,María,López,34,Chubut,Desempleado,98194.33,101018.94,True,Tarjeta de crédito,2019-05-27,2.0
1459,Ana,Fernández,49,Chubut,Jubilado,107495.82,198886.78,True,Préstamo personal,2016-12-21,8.0
1460,Juan,Romero,21,Neuquén,Estudiante,136148.58,126853.92,True,Plazo fijo,2020-12-31,6.0
1461,Sofía,Díaz,21,Santa Fe,Desempleado,186960.44,108913.08,True,Tarjeta de crédito,2018-06-28,3.0
1462,Ana,Sánchez,34,Mendoza,Estudiante,46929.49,163984.88,True,Préstamo personal,2016-11-21,3.0
1463,Pedro,Martínez,58,Buenos Aires,Estudiante,49615.91,,True,Cuenta corriente,2015-02-26,5.0
1464,Ana,Romero,36,Salta,Jubilado,,172263.12,False,Cuenta corriente,2021-06-13,3.0
1465,Juan,López,22,Neuquén,Desempleado,,170064.42,True,Caja de ahorro,2021-01-30,6.0
1466,Luis,Pérez,49,Santa Fe,Empleado,-35706.84,121688.39,False,Cuenta corriente,2019-01-25,2.0
1467,Luis,García,39,Neuquén,Empresario,88638.0,88923.61,True,Tarjeta de crédito,2017-01-19,8.0
1468,Carlos,Díaz,73,Mendoza,,142877.2,134413.42,False,Cuenta corriente,2016-11-08,
1469,Marta,Gómez,23,Salta,Desempleado,98976.63,104171.69,False,Plazo fijo,2016-07-13,7.0
1470,Lucía,Fernández,52,Neuquén,,131202.26,,True,Plazo fijo,2019-07-21,3.0
